,CO2,CH4,N2O
1765,0.0043721857463873215,0.0,0.0
1766,0.012152192973452805,1.2511298717725408,0.003347816904861662
1767,0.01993220165791354,1.552677714029621,0.006524500674661315
1768,0.027712208884979016,1.8551627907445272,0.00970135341261099
1769,0.035492216112044506,2.1586141614748002,0.012878380278043522
1770,0.043272224796505235,2.463061714230281,0.016055586430291723
1771,0.05250962727236649,2.7685362292002074,0.01923297831852163
1772,0.06028963449943198,3.0750695062074165,0.02241056045714947
1773,0.0680696431838927,3.3826942372541424,0.025588339940257877
1774,0.0758496504109582,3.6914442614304184,0.028766321282263065
1775,0.08362965763802367,4.001354246278573,0.03194451222216428
1776,0.09140966486508915,4.312460197610037,0.035122919209127544
1777,0.09918967354954987,4.624799077142734,0.03830154740248569
1778,0.10696968077661537,4.938408993682389,0.04148040518615456
1779,0.11474968800368086,5.253329203122524,0.044659499009300184
1780,0.12252969668814159,5.5696002996257565,0.0478388366109218
1781,0.13176709916400287,5.887264088169603,0.05101842508510204
1782,0.13954710639106835,6.206363520819379,0.05419827217084014
1783,0.14732711507552906,6.526942951636596,0.05737838560713534
1784,0.15510712230259457,6.84904839158736,0.06055877442282008
1785,0.16288713535924101,7.172727253633975,0.06373944700181021
1786,0.17066713384193502,7.498027970372348,0.06692040979327175
1787,0.1784471468985815,7.825000248940378,0.07010168020995304
1788,0.18622715995522796,8.15369570828896,0.07328325373743776
1789,0.194007158437922,8.48416851645299,0.07646514972322406
1790,0.20178717149456843,8.816473478738352,0.07964737461647799
1791,0.21102456522605825,9.15066667499294,0.08282994131553158
1792,0.21880457828270466,9.486806734148633,0.08601286271871687
1793,0.22658459133935116,9.82495419695031,0.08919614527519998
1794,0.23436458982204517,10.16517087868485,0.09237979543414684
1795,0.2421446028786916,10.507520506452124,0.09556383254305559
1796,0.24992461593533813,10.852069356436,0.0987482630510923
1797,0.25916200966682784,11.19888561663334,0.10193310630575499
1798,0.26694202272347434,11.548039386854004,0.10511836875620974
1799,0.27472202120616834,11.89960267872085,0.10830406974995464
1800,0.2839594295116106,12.253650052940724,0.1114902157361557
1801,0.29173944256825707,12.61025861930448,0.114676819613145
1802,0.3024342315485426,12.969506762144958,0.11786390072842062
1803,0.3087568493563933,13.331477326691983,0.1210514784294807
1804,0.3165368624130398,13.696253795446403,0.12423955271632516
1805,0.32431686089573375,14.063923474535034,0.12742815583478426
1806,0.33355426920117603,14.434574944626704,0.13061729423402393
1807,0.34133428225782253,14.80830124728722,0.1338069872615423
1808,0.3491142807405165,15.1851966986244,0.13699724781567144
1809,0.356894293797163,15.565360075643044,0.14018810169307552
1810,0.364674292279857,15.948892067160948,0.14337956179208652
1811,0.3739117005852992,16.335897185621906,0.1465716474602026
1812,0.3816917136419457,16.726482492553707,0.1497643715957558
1813,0.3894717121246397,17.12075887311012,0.1529577728937423
1814,0.39725172518128615,17.51883976152893,0.1561518513541621
1815,0.40648913348672844,17.920844327486886,0.1593466392228454
1816,0.41572652721821823,18.326893015202756,0.16254215584729026
1817,0.42496393552366046,18.73711072979229,0.16573842702416072
1818,0.43274393400635447,19.15162683726822,0.168935465651789
1819,0.4405239470630009,19.5705738899983,0.1721333104251712
1820,0.4483039601196474,19.994089538518228,0.1753319742426394
1821,0.4560839586023414,20.422313982447747,0.17853148935002378
1822,0.46532136690778364,20.855394431387555,0.18173187509482236
1823,0.4745587752132259,21.293479369480348,0.1849331637228654
1824,0.48233877369591993,21.736724928120825,0.18813538747998299
1825,0.4915761820013621,22.185289787787656,0.19133856571367325
1826,0.4993561950580086,22.639339001669523,0.19454273066976632
1827,0.5085935887894985,23.09904272112308,0.1977479210432584
1828,0.5163736018461449,23.56457428385998,0.20095415618164758
1829,0.5241536003288388,24.036115312114863,0.20416147477993005
1830,0.54067798487826,24.513850614477345,0.207369915533102
1831,0.5470006026861106,24.997972646789066,0.21057949778866153
1832,0.5547806011688047,25.488678963059613,0.21379027313993684
1833,0.564018009474247,25.98617221546659,0.2170022738327582
1834,0.5717980225308934,26.49066334071057,0.2202155321129557
1835,0.5810354162623832,27.002367736389118,0.2234300866755255
1836,0.5946450103142128,27.521509721893796,0.22664598266462987
1837,0.6024250087969066,28.04831871478413,0.22986326522443096
1838,0.6116624171023489,28.583031779871668,0.23308197304992512
1839,0.6208998254077912,29.1258929919489,0.2363021448361083
1840,0.6315946129306815,29.67715534760233,0.239523832176309
1841,0.6408320212361238,30.237078216128438,0.24274708021468927
1842,0.6515268247903618,30.805928614075693,0.2459719340954114
1843,0.6607642185218515,31.38398375432854,0.24919845186096962
1844,0.6714590220760897,31.971528497023403,0.2524266786555262
1845,0.6850686161279191,32.568855349548706,0.2556566660724094
1846,0.6928486146106132,33.176267015628824,0.2588884721541134
1847,0.7050008134136471,33.79407639532417,0.26212215494313273
1848,0.7142382071451367,34.42260339867605,0.2653577660327954
1849,0.7263904059481705,35.06218131841685,0.2685953699147617
1850,0.74,35.71315045725986,0.2718350246315261
1851,0.74,35.75840683727304,0.2756379753061456
1852,0.76,35.921998088216434,0.2996673486678606
1853,0.76,36.19721458355491,0.29974057894814826
1854,0.77,36.577346696753295,0.2995227906112646
1855,0.78,37.055684801276435,0.29877637703311105
1856,0.7899999999999999,37.6255192705892,0.30136509162565234
1857,0.7999999999999999,38.28014047815638,0.3039262811775711
1858,0.7999999999999999,39.01283879744291,0.30635550144498735
1859,0.8099999999999999,39.81690460191355,0.30876431655107994
1860,0.7899999999999999,40.68562826503319,0.311221739021552
1861,0.7899999999999999,41.61230016026667,0.32567950522762734
1862,0.78,42.590210661078856,0.3038284731255374
1863,0.78,43.61265014093454,0.3059802631686107
1864,0.79,44.67290897329862,0.30817856459710313
1865,0.8,45.764277531635905,0.31049487931480596
1866,0.8,46.88004618941127,0.31227154716649114
1867,0.8,48.013505320089536,0.31260614924770336
1868,0.81,49.15794529713558,0.31339930638125313
1869,0.81,50.30665649401422,0.3139850970302261
1870,0.89,51.45292928419033,0.31455391347420425
1871,0.93,52.59143639091756,0.3772867120849078
1872,0.9600000000000001,53.72237993660493,0.42999157344991523
1873,0.99,54.847344393450285,0.44910106507201547
1874,1.0,55.967914233651435,0.4570848359573721
1875,1.03,57.08567392940629,0.4645614315276795
1876,1.04,58.202207952912644,0.48061982914944434
